total_observations,kappa_star,size,mean_comp,KM1,KM2,KM1_error,KM2_error
392.0,0.46890419907028363,24.57894736842105,52.70433617519249,0.4382689296741675,0.44066637142768417,0.031900683375071404,0.029501863923878494
394.0,0.434288806209064,23.82608695652174,49.76785916192565,0.42310187510504393,0.4221381320231817,0.01195579545217538,0.013018098514890213
396.0,0.47204398813725496,25.928571428571427,51.47315271065528,0.3987949503070262,0.40080198694974783,0.07399006533519152,0.07198302869247
398.0,0.5181554191153416,26.923076923076923,48.08524933359854,0.49320998424382956,0.4936939326409608,0.025986884920707307,0.025513797764262
400.0,0.48007992825524626,25.65,50.16743113412001,0.44453002513939666,0.4483670770653168,0.036265916454323664,0.03240994238852962
402.0,0.5243132038416144,24.976744186046513,47.363326925936086,0.5164128252767727,0.5181920250218401,0.009080990515356458,0.007203807092985832
404.0,0.4907822735461625,27.666666666666668,49.340803256477336,0.4818453319721516,0.48262962681626065,0.009735813290267853,0.009086749721466253
406.0,0.5055909070733763,26.681818181818183,51.56663798701532,0.47745919627101946,0.4808611342526887,0.029274538536847094,0.025989099796176373
408.0,0.4706424089971163,25.75,51.02217382452735,0.46317046011097707,0.4651047250855529,0.00894756573975164,0.0069131138514933925
410.0,0.4673904195398674,26.113636363636363,50.285811124595035,0.43867553058975123,0.44063932831900415,0.029297522846506326,0.02751481888870304
412.0,0.46582789311364764,27.789473684210527,48.97668187199119,0.4491103553194136,0.44376486709616086,0.017317984095997302,0.0226388457370664
414.0,0.5328600269362495,27.285714285714285,50.77866816796026,0.46019407753888897,0.4608364073041477,0.07390358915184468,0.07303052649969262
416.0,0.4555065590996675,25.170731707317074,50.60345141878369,0.4486206815302196,0.45132502557280985,0.00781463102131122,0.005259612637258544
418.0,0.4868894374325027,23.9,50.652723083861176,0.45585910308898103,0.4582490001846038,0.03181226750389748,0.029225645392704495
420.0,0.4687549278817011,26.28205128205128,51.0202734838406,0.415785967197767,0.41601497549647803,0.05348218188147229,0.0533720389123428
422.0,0.509362933094795,23.74468085106383,51.89463613800623,0.49880760056928086,0.4975883086867395,0.011534926380739424,0.012800381441061286
424.0,0.5192910518183685,23.71875,49.88705810779804,0.48321774442754867,0.49107615521370174,0.03714776836700812,0.029284458817305736
426.0,0.48644293996432936,28.681818181818183,52.29941000071926,0.4795829343242923,0.48044051719277564,0.007555735886978851,0.006614405485243963
428.0,0.5771451544797658,27.64864864864865,50.84001950052044,0.5679397365153045,0.5621037314201456,0.010903152252161458,0.016689754508619793
430.0,0.5081258134623305,25.18918918918919,52.88610777182266,0.4438808071914427,0.4283700477177859,0.06491278026916085,0.08039279497265664
432.0,0.5511323710940967,24.923076923076923,48.29314928118618,0.5168170134797317,0.5106632428558676,0.034927517455034425,0.041057293671641966
434.0,0.5611537174444308,24.927272727272726,51.23838450806932,0.5213900237037309,0.522780784994418,0.04127158523943439,0.03981153691914511
436.0,0.4796519263130316,22.511111111111113,49.83303825330025,0.46892253033668774,0.46855299104075837,0.011785850836270371,0.012027893773737882
438.0,0.523403325189342,20.023809523809526,48.458798038362566,0.4878545689786429,0.48478927652835696,0.03619758910032448,0.0393276209721049
440.0,0.47275859295694983,25.627450980392158,49.32070843071502,0.4235597418754014,0.4165090244436935,0.04970564437813569,0.05692388114367242
442.0,0.5077303237860731,27.428571428571427,49.31952675496011,0.5000183540457304,0.49967523661784635,0.008501611792567542,0.008962161265256645
444.0,0.49830577825328815,27.15686274509804,50.07048951455646,0.49057626895301043,0.4925025957553874,0.008337809632622515,0.006532338032092698
446.0,0.4979908203134784,24.804878048780488,49.78875925298028,0.4661515535235432,0.46815221473479557,0.03267134122710726,0.030666236951388023
448.0,0.5029011275566133,26.681818181818183,51.55048870533799,0.4974163967237246,0.4984997292710865,0.006518430949267809,0.0054809705462088056
