,total_observations,kappa_star,size,mean_comp,KM1,KM2,KM1_error,KM2_error
0,500.0,0.4,100.0,1.0,0.3236459709379128,0.4108170310701956,0.07635402906208721,0.010817031070195604
1,500.0,0.4,100.0,1.0361445783132532,0.2839160839160839,0.4108170310701956,0.1160839160839161,0.010817031070195604
2,500.0,0.4,100.0,1.0722891566265063,0.29766803840877915,0.40116959064327484,0.10233196159122088,0.0011695906432748204
3,500.0,0.4,100.0,1.108433734939759,0.2839160839160839,0.40116959064327484,0.1160839160839161,0.0011695906432748204
4,500.0,0.4,100.0,1.1445783132530118,0.29766803840877915,0.4108170310701956,0.10233196159122088,0.010817031070195604
5,500.0,0.4,100.0,1.180722891566265,0.2839160839160839,0.4108170310701956,0.1160839160839161,0.010817031070195604
6,500.0,0.4,100.0,1.216867469879518,0.29766803840877915,0.4108170310701956,0.10233196159122088,0.010817031070195604
7,500.0,0.4,100.0,1.253012048192771,0.29766803840877915,0.4108170310701956,0.10233196159122088,0.010817031070195604
8,500.0,0.4,100.0,1.2891566265060241,0.3359273670557717,0.4108170310701956,0.06407263294422832,0.010817031070195604
9,500.0,0.4,100.0,1.3253012048192776,0.2547307132459971,0.4108170310701956,0.1452692867540029,0.010817031070195604
10,500.0,0.4,100.0,1.36144578313253,0.31090174966352624,0.4108170310701956,0.08909825033647378,0.010817031070195604
11,500.0,0.4,100.0,1.397590361445783,0.26961483594864477,0.40116959064327484,0.13038516405135525,0.0011695906432748204
12,500.0,0.4,100.0,1.4337349397590362,0.31090174966352624,0.40116959064327484,0.08909825033647378,0.0011695906432748204
13,500.0,0.4,100.0,1.4698795180722894,0.26961483594864477,0.4108170310701956,0.13038516405135525,0.010817031070195604
14,500.0,0.4,100.0,1.5060240963855422,0.2547307132459971,0.4108170310701956,0.1452692867540029,0.010817031070195604
15,500.0,0.4,100.0,1.5421686746987953,0.2839160839160839,0.4108170310701956,0.1160839160839161,0.010817031070195604
16,500.0,0.4,100.0,1.5783132530120485,0.2839160839160839,0.40116959064327484,0.1160839160839161,0.0011695906432748204
17,500.0,0.4,100.0,1.6144578313253013,0.31090174966352624,0.4108170310701956,0.08909825033647378,0.010817031070195604
18,500.0,0.4,100.0,1.6506024096385548,0.26961483594864477,0.4108170310701956,0.13038516405135525,0.010817031070195604
19,500.0,0.4,100.0,1.686746987951807,0.26961483594864477,0.40116959064327484,0.13038516405135525,0.0011695906432748204
20,500.0,0.4,100.0,1.72289156626506,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
21,500.0,0.4,100.0,1.7590361445783136,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
22,500.0,0.4,100.0,1.7951807228915657,0.26961483594864477,0.40116959064327484,0.13038516405135525,0.0011695906432748204
23,500.0,0.4,100.0,1.8313253012048194,0.22306525037936267,0.40116959064327484,0.17693474962063735,0.0011695906432748204
24,500.0,0.4,100.0,1.867469879518072,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
25,500.0,0.4,100.0,1.9036144578313259,0.2839160839160839,0.40116959064327484,0.1160839160839161,0.0011695906432748204
26,500.0,0.4,100.0,1.939759036144578,0.26961483594864477,0.4108170310701956,0.13038516405135525,0.010817031070195604
27,500.0,0.4,100.0,1.9759036144578308,0.2839160839160839,0.40116959064327484,0.1160839160839161,0.0011695906432748204
28,500.0,0.4,100.0,2.0120481927710845,0.23922734026745915,0.40116959064327484,0.16077265973254087,0.0011695906432748204
29,500.0,0.4,100.0,2.0481927710843375,0.23922734026745915,0.40116959064327484,0.16077265973254087,0.0011695906432748204
30,500.0,0.4,100.0,2.0843373493975905,0.18858954041204437,0.40116959064327484,0.21141045958795565,0.0011695906432748204
31,500.0,0.4,100.0,2.1204819277108427,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
32,500.0,0.4,100.0,2.156626506024097,0.2839160839160839,0.40116959064327484,0.1160839160839161,0.0011695906432748204
33,500.0,0.4,100.0,2.192771084337349,0.2547307132459971,0.4108170310701956,0.1452692867540029,0.010817031070195604
34,500.0,0.4,100.0,2.2289156626506026,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
35,500.0,0.4,100.0,2.2650602409638556,0.26961483594864477,0.40116959064327484,0.13038516405135525,0.0011695906432748204
36,500.0,0.4,100.0,2.301204819277108,0.2547307132459971,0.4108170310701956,0.1452692867540029,0.010817031070195604
37,500.0,0.4,100.0,2.337349397590362,0.2547307132459971,0.40116959064327484,0.1452692867540029,0.0011695906432748204
38,500.0,0.4,100.0,2.373493975903614,0.29766803840877915,0.40116959064327484,0.10233196159122088,0.0011695906432748204
39,500.0,0.4,100.0,2.4096385542168672,0.23922734026745915,0.4108170310701956,0.16077265973254087,0.010817031070195604
40,500.0,0.4,100.0,2.4457831325301207,0.23922734026745915,0.40116959064327484,0.16077265973254087,0.0011695906432748204
41,500.0,0.4,100.0,2.4819277108433724,0.18858954041204437,0.40116959064327484,0.21141045958795565,0.0011695906432748204
42,500.0,0.4,100.0,2.5180722891566276,0.22306525037936267,0.40116959064327484,0.17693474962063735,0.0011695906432748204
43,500.0,0.4,100.0,2.5542168674698793,0.23922734026745915,0.40116959064327484,0.16077265973254087,0.0011695906432748204
44,500.0,0.4,100.0,2.5903614457831328,0.23922734026745915,0.40116959064327484,0.16077265973254087,0.0011695906432748204
45,500.0,0.4,100.0,2.626506024096386,0.18858954041204437,0.40116959064327484,0.21141045958795565,0.0011695906432748204
